delivery_key,delivery_id,order_key,order_id,promised_delivery_date,actual_delivery_date,transport_cost,delivery_status,order_date,quantity,order_value,order_status,warehouse_key,warehouse_id,warehouse_name,warehouse_country,warehouse_capacity,carrier_key,carrier_id,carrier_name,carrier_service_level,dq_flag_missing_transport_cost,dq_flag_invalid_delivery_date,delivery_variance_days
56308,D0056308,56308,O0056308,2025-05-10,2025-05-12,50.69,Delivered,2025-05-03,16,213.76,Delivered,12,W12,Warehouse 12,Netherlands,25674,9,T09,Carrier 09,Premium,false,false,2
56309,D0056309,56309,O0056309,2025-11-06,2025-11-07,190.99,In Transit,2025-10-28,24,1560.96,In Transit,6,W06,Warehouse 06,Italy,23070,1,T01,Carrier 01,Premium,false,false,1
56310,D0056310,56310,O0056310,2025-09-10,2025-09-18,32.33,In Transit,2025-09-06,9,162.27,In Transit,9,W09,Warehouse 09,Spain,10336,13,T13,Carrier 13,Standard,false,false,8
56311,D0056311,56311,O0056311,2025-11-13,2025-11-24,63.55,Delivered,2025-11-10,13,610.22,Delivered,1,W01,Warehouse 01,Germany,20207,5,T05,Carrier 05,Express,false,false,11
56312,D0056312,56312,O0056312,2025-01-09,2025-01-03,80.1,Delivered,2025-01-01,38,455.24,Delivered,11,W11,Warehouse 11,Germany,5748,1,T01,Carrier 01,Premium,false,false,-6
56313,D0056313,56313,O0056313,2025-07-19,2025-07-11,38.82,Delivered,2025-07-09,25,280.75,Delivered,6,W06,Warehouse 06,Italy,23070,15,T15,Carrier 15,Express,false,false,-8
56314,D0056314,56314,O0056314,2025-08-21,2025-08-31,171.78,Delivered,2025-08-17,50,2995.5,Delivered,1,W01,Warehouse 01,Germany,20207,15,T15,Carrier 15,Express,false,false,10
56315,D0056315,56315,O0056315,2025-04-08,2025-03-31,100.42,In Transit,2025-03-30,33,594.0,In Transit,2,W02,Warehouse 02,Spain,27715,6,T06,Carrier 06,Standard,false,false,-8
56316,D0056316,56316,O0056316,2025-09-03,2025-09-04,73.69,Delivered,2025-08-28,10,745.3,Delivered,2,W02,Warehouse 02,Spain,27715,12,T12,Carrier 12,Premium,false,false,1
56317,D0056317,56317,O0056317,2025-09-30,2025-09-29,46.27,Cancelled,2025-09-23,34,468.52,Cancelled,11,W11,Warehouse 11,Germany,5748,1,T01,Carrier 01,Premium,false,false,-1
56318,D0056318,56318,O0056318,2025-02-24,2025-03-05,35.01,Delivered,2025-02-20,7,132.44,Delivered,6,W06,Warehouse 06,Italy,23070,12,T12,Carrier 12,Premium,false,false,9
56319,D0056319,56319,O0056319,2025-12-18,2025-12-19,41.92,Delivered,2025-12-15,42,570.78,Delivered,8,W08,Warehouse 08,Italy,18100,13,T13,Carrier 13,Standard,false,false,1
56320,D0056320,56320,O0056320,2025-12-22,2025-12-19,86.14,Delivered,2025-12-12,50,710.5,Delivered,12,W12,Warehouse 12,Netherlands,25674,15,T15,Carrier 15,Express,false,false,-3
56321,D0056321,56321,O0056321,2025-04-20,2025-04-23,50.49,In Transit,2025-04-15,43,411.94,In Transit,3,W03,Warehouse 03,Brazil,15843,13,T13,Carrier 13,Standard,false,false,3
56322,D0056322,56322,O0056322,2025-03-18,2025-03-23,141.13,Delivered,2025-03-14,11,1100.99,Delivered,5,W05,Warehouse 05,Spain,25643,9,T09,Carrier 09,Premium,false,false,5
56323,D0056323,56323,O0056323,2025-03-23,2025-03-15,90.69,Cancelled,2025-03-14,36,586.08,Cancelled,3,W03,Warehouse 03,Brazil,15843,13,T13,Carrier 13,Standard,false,false,-8
56324,D0056324,56324,O0056324,2025-01-23,2025-01-29,85.17,In Transit,2025-01-14,32,1082.88,In Transit,4,W04,Warehouse 04,France,17137,12,T12,Carrier 12,Premium,false,false,6
56325,D0056325,56325,O0056325,2025-01-13,2025-01-12,76.04,Delivered,2025-01-09,26,945.1,Delivered,5,W05,Warehouse 05,Spain,25643,2,T02,Carrier 02,Premium,false,false,-1
56326,D0056326,56326,O0056326,2025-04-29,2025-05-01,20.26,Delivered,2025-04-25,1,39.93,Delivered,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,2
56327,D0056327,56327,O0056327,2025-09-04,2025-09-13,71.5,Delivered,2025-09-01,43,438.6,Delivered,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,9
56328,D0056328,56328,O0056328,2025-09-09,2025-09-21,114.61,Delivered,2025-09-06,17,1756.44,Delivered,5,W05,Warehouse 05,Spain,25643,3,T03,Carrier 03,Standard,false,false,12
56329,D0056329,56329,O0056329,2025-07-23,2025-07-29,37.61,Delivered,2025-07-18,30,311.4,Delivered,8,W08,Warehouse 08,Italy,18100,4,T04,Carrier 04,Express,false,false,6
56330,D0056330,56330,O0056330,2025-08-31,2025-09-01,52.37,Delivered,2025-08-26,31,400.52,Delivered,1,W01,Warehouse 01,Germany,20207,10,T10,Carrier 10,Express,false,false,1
56331,D0056331,56331,O0056331,2025-02-23,2025-03-05,48.65,Delivered,2025-02-19,22,224.4,Delivered,1,W01,Warehouse 01,Germany,20207,13,T13,Carrier 13,Standard,false,false,10
56332,D0056332,56332,O0056332,2026-01-06,2026-01-02,111.93,Delivered,2025-12-30,50,1220.5,Delivered,8,W08,Warehouse 08,Italy,18100,6,T06,Carrier 06,Standard,false,false,-4
56333,D0056333,56333,O0056333,2025-03-22,2025-03-29,36.31,Delivered,2025-03-14,5,101.7,Delivered,10,W10,Warehouse 10,Germany,24023,11,T11,Carrier 11,Standard,false,false,7
56334,D0056334,56334,O0056334,2025-05-20,2025-05-20,69.41,Delivered,2025-05-14,20,1360.2,Delivered,7,W07,Warehouse 07,Netherlands,10019,14,T14,Carrier 14,Premium,false,false,0
56335,D0056335,56335,O0056335,2025-09-04,2025-08-31,67.2,Delivered,2025-08-30,16,434.72,Delivered,6,W06,Warehouse 06,Italy,23070,8,T08,Carrier 08,Standard,false,false,-4
56336,D0056336,56336,O0056336,2025-02-23,2025-02-20,75.32,Delivered,2025-02-16,9,443.34,Delivered,4,W04,Warehouse 04,France,17137,15,T15,Carrier 15,Express,false,false,-3
56337,D0056337,56337,O0056337,2025-06-13,2025-06-07,61.81,Cancelled,2025-06-09,21,279.51,Cancelled,4,W04,Warehouse 04,France,17137,9,T09,Carrier 09,Premium,false,true,-6
56338,D0056338,56338,O0056338,2025-12-12,2025-12-15,175.04,Cancelled,2025-12-07,31,1764.52,Cancelled,1,W01,Warehouse 01,Germany,20207,7,T07,Carrier 07,Standard,false,false,3
56339,D0056339,56339,O0056339,2025-04-04,2025-04-09,125.19,Delivered,2025-03-27,41,990.15,Delivered,5,W05,Warehouse 05,Spain,25643,11,T11,Carrier 11,Standard,false,false,5
56340,D0056340,56340,O0056340,2025-08-21,2025-08-30,54.1,In Transit,2025-08-15,15,327.15,In Transit,12,W12,Warehouse 12,Netherlands,25674,8,T08,Carrier 08,Standard,false,false,9
56341,D0056341,56341,O0056341,2025-08-17,2025-08-24,46.39,Delivered,2025-08-10,22,233.64,Delivered,10,W10,Warehouse 10,Germany,24023,8,T08,Carrier 08,Standard,false,false,7
56342,D0056342,56342,O0056342,2025-02-04,2025-02-09,26.98,Delivered,2025-01-29,42,174.72,Delivered,6,W06,Warehouse 06,Italy,23070,2,T02,Carrier 02,Premium,false,false,5
56343,D0056343,56343,O0056343,2025-01-24,2025-01-27,34.01,In Transit,2025-01-20,42,174.72,In Transit,5,W05,Warehouse 05,Spain,25643,1,T01,Carrier 01,Premium,false,false,3
56344,D0056344,56344,O0056344,2025-02-28,2025-03-04,36.98,Delivered,2025-02-23,18,254.34,Delivered,9,W09,Warehouse 09,Spain,10336,12,T12,Carrier 12,Premium,false,false,4
56345,D0056345,56345,O0056345,2025-01-15,2025-01-19,43.76,In Transit,2025-01-06,14,138.88,In Transit,3,W03,Warehouse 03,Brazil,15843,3,T03,Carrier 03,Standard,false,false,4
56346,D0056346,56346,O0056346,2025-07-17,2025-07-24,41.57,Delivered,2025-07-14,4,250.08,Delivered,10,W10,Warehouse 10,Germany,24023,6,T06,Carrier 06,Standard,false,false,7
56347,D0056347,56347,O0056347,2025-04-09,2025-04-18,32.29,Delivered,2025-04-06,1,20.32,Delivered,6,W06,Warehouse 06,Italy,23070,8,T08,Carrier 08,Standard,false,false,9
56348,D0056348,56348,O0056348,2025-08-12,2025-08-19,97.85,Delivered,2025-08-07,25,850.5,Delivered,8,W08,Warehouse 08,Italy,18100,5,T05,Carrier 05,Express,false,false,7
56349,D0056349,56349,O0056349,2025-04-22,2025-04-27,33.81,Delivered,2025-04-16,13,219.57,Delivered,11,W11,Warehouse 11,Germany,5748,3,T03,Carrier 03,Standard,false,false,5
56350,D0056350,56350,O0056350,2025-05-13,2025-05-11,69.69,Delivered,2025-05-08,23,436.31,Delivered,1,W01,Warehouse 01,Germany,20207,14,T14,Carrier 14,Premium,false,false,-2
56351,D0056351,56351,O0056351,2025-02-13,2025-02-11,60.0,Delivered,2025-02-08,43,770.13,Delivered,1,W01,Warehouse 01,Germany,20207,1,T01,Carrier 01,Premium,false,false,-2
56352,D0056352,56352,O0056352,2025-10-27,2025-10-23,56.46,Delivered,2025-10-18,17,430.61,Delivered,12,W12,Warehouse 12,Netherlands,25674,12,T12,Carrier 12,Premium,false,false,-4
56353,D0056353,56353,O0056353,2025-02-15,2025-02-22,194.96,Delivered,2025-02-11,45,1889.1,Delivered,11,W11,Warehouse 11,Germany,5748,10,T10,Carrier 10,Express,false,false,7
56354,D0056354,56354,O0056354,2025-12-08,2025-12-14,57.45,In Transit,2025-11-30,33,317.13,In Transit,6,W06,Warehouse 06,Italy,23070,10,T10,Carrier 10,Express,false,false,6
56355,D0056355,56355,O0056355,2025-03-13,2025-03-08,139.61,Delivered,2025-03-03,50,1688.5,Delivered,4,W04,Warehouse 04,France,17137,15,T15,Carrier 15,Express,false,false,-5
56356,D0056356,56356,O0056356,2026-01-04,2026-01-09,93.57,In Transit,2025-12-28,42,1687.98,In Transit,12,W12,Warehouse 12,Netherlands,25674,2,T02,Carrier 02,Premium,false,false,5
56357,D0056357,56357,O0056357,2025-09-26,2025-09-30,104.34,Delivered,2025-09-22,37,774.78,Delivered,11,W11,Warehouse 11,Germany,5748,3,T03,Carrier 03,Standard,false,false,4
56358,D0056358,56358,O0056358,2025-11-05,2025-11-09,53.49,Delivered,2025-10-28,18,272.88,Delivered,12,W12,Warehouse 12,Netherlands,25674,5,T05,Carrier 05,Express,false,false,4
56359,D0056359,56359,O0056359,2025-10-26,2025-11-05,53.29,Delivered,2025-10-22,47,352.5,Delivered,1,W01,Warehouse 01,Germany,20207,1,T01,Carrier 01,Premium,false,false,10
56360,D0056360,56360,O0056360,2025-06-20,2025-06-17,40.85,Delivered,2025-06-12,8,425.68,Delivered,2,W02,Warehouse 02,Spain,27715,2,T02,Carrier 02,Premium,false,false,-3
56361,D0056361,56361,O0056361,2025-03-11,2025-03-19,186.13,In Transit,2025-03-08,44,1402.72,In Transit,4,W04,Warehouse 04,France,17137,14,T14,Carrier 14,Premium,false,false,8
56362,D0056362,56362,O0056362,2025-09-13,2025-09-18,33.83,Delivered,2025-09-04,6,118.74,Delivered,6,W06,Warehouse 06,Italy,23070,15,T15,Carrier 15,Express,false,false,5
56363,D0056363,56363,O0056363,2025-09-01,2025-08-30,42.05,In Transit,2025-08-28,21,331.17,In Transit,12,W12,Warehouse 12,Netherlands,25674,10,T10,Carrier 10,Express,false,false,-2
56364,D0056364,56364,O0056364,2025-11-01,2025-10-23,72.6,Cancelled,2025-10-22,36,632.16,Cancelled,5,W05,Warehouse 05,Spain,25643,7,T07,Carrier 07,Standard,false,false,-9
56365,D0056365,56365,O0056365,2025-03-30,2025-03-29,82.18,Delivered,2025-03-27,30,789.3,Delivered,3,W03,Warehouse 03,Brazil,15843,2,T02,Carrier 02,Premium,false,false,-1
56366,D0056366,56366,O0056366,2025-11-02,2025-11-02,33.32,Delivered,2025-10-26,23,357.42,Delivered,6,W06,Warehouse 06,Italy,23070,2,T02,Carrier 02,Premium,false,false,0
56367,D0056367,56367,O0056367,2025-11-22,2025-11-28,138.89,Delivered,2025-11-18,27,1228.23,Delivered,4,W04,Warehouse 04,France,17137,6,T06,Carrier 06,Standard,false,false,6
56368,D0056368,56368,O0056368,2025-09-30,2025-09-26,101.86,Delivered,2025-09-24,46,1077.78,Delivered,10,W10,Warehouse 10,Germany,24023,8,T08,Carrier 08,Standard,false,false,-4
56369,D0056369,56369,O0056369,2025-04-18,2025-04-13,44.96,Delivered,2025-04-09,27,297.54,Delivered,4,W04,Warehouse 04,France,17137,5,T05,Carrier 05,Express,false,false,-5
56370,D0056370,56370,O0056370,2025-04-06,2025-04-14,59.44,Delivered,2025-04-01,34,686.46,Delivered,6,W06,Warehouse 06,Italy,23070,4,T04,Carrier 04,Express,false,false,8
56371,D0056371,56371,O0056371,2025-02-20,2025-02-26,71.84,Delivered,2025-02-17,19,463.41,Delivered,3,W03,Warehouse 03,Brazil,15843,6,T06,Carrier 06,Standard,false,false,6
56372,D0056372,56372,O0056372,2025-11-08,2025-11-08,49.89,Delivered,2025-10-30,28,449.12,Delivered,9,W09,Warehouse 09,Spain,10336,12,T12,Carrier 12,Premium,false,false,0
56373,D0056373,56373,O0056373,2025-06-16,2025-06-12,40.19,Delivered,2025-06-10,19,233.13,Delivered,3,W03,Warehouse 03,Brazil,15843,9,T09,Carrier 09,Premium,false,false,-4
56374,D0056374,56374,O0056374,2025-04-27,2025-04-25,33.07,Delivered,2025-04-22,2,53.54,Delivered,1,W01,Warehouse 01,Germany,20207,10,T10,Carrier 10,Express,false,false,-2
56375,D0056375,56375,O0056375,2025-03-03,2025-02-28,65.3,Delivered,2025-02-26,26,593.84,Delivered,8,W08,Warehouse 08,Italy,18100,12,T12,Carrier 12,Premium,false,false,-3
56376,D0056376,56376,O0056376,2025-07-03,2025-07-06,33.55,Delivered,2025-06-30,8,173.28,Delivered,6,W06,Warehouse 06,Italy,23070,5,T05,Carrier 05,Express,false,false,3
56377,D0056377,56377,O0056377,2025-03-24,2025-03-22,159.15,In Transit,2025-03-14,33,1088.67,In Transit,3,W03,Warehouse 03,Brazil,15843,1,T01,Carrier 01,Premium,false,false,-2
56378,D0056378,56378,O0056378,2025-11-09,2025-11-15,53.65,Delivered,2025-11-02,28,440.72,Delivered,12,W12,Warehouse 12,Netherlands,25674,4,T04,Carrier 04,Express,false,false,6
56379,D0056379,56379,O0056379,2025-05-10,2025-05-15,36.45,Delivered,2025-05-04,21,357.63,Delivered,6,W06,Warehouse 06,Italy,23070,5,T05,Carrier 05,Express,false,false,5
56380,D0056380,56380,O0056380,2025-06-21,2025-06-20,53.52,Delivered,2025-06-12,42,436.8,Delivered,2,W02,Warehouse 02,Spain,27715,13,T13,Carrier 13,Standard,false,false,-1
56381,D0056381,56381,O0056381,2025-09-02,2025-09-05,78.4,Delivered,2025-08-30,11,394.24,Delivered,4,W04,Warehouse 04,France,17137,8,T08,Carrier 08,Standard,false,false,3
56382,D0056382,56382,O0056382,2025-09-20,2025-09-28,62.34,Delivered,2025-09-13,3,329.1,Delivered,8,W08,Warehouse 08,Italy,18100,9,T09,Carrier 09,Premium,false,false,8
56383,D0056383,56383,O0056383,2025-02-18,2025-02-23,24.08,Delivered,2025-02-12,1,44.91,Delivered,1,W01,Warehouse 01,Germany,20207,9,T09,Carrier 09,Premium,false,false,5
56384,D0056384,56384,O0056384,2025-02-05,2025-02-01,28.22,Delivered,2025-01-28,3,44.07,Delivered,1,W01,Warehouse 01,Germany,20207,12,T12,Carrier 12,Premium,false,false,-4
56385,D0056385,56385,O0056385,2025-04-19,2025-04-28,56.99,Delivered,2025-04-14,11,311.3,Delivered,5,W05,Warehouse 05,Spain,25643,10,T10,Carrier 10,Express,false,false,9
56386,D0056386,56386,O0056386,2025-10-03,2025-10-01,94.46,In Transit,2025-09-30,47,1009.09,In Transit,3,W03,Warehouse 03,Brazil,15843,3,T03,Carrier 03,Standard,false,false,-2
56387,D0056387,56387,O0056387,2025-11-15,2025-11-18,35.53,Delivered,2025-11-10,26,168.48,Delivered,11,W11,Warehouse 11,Germany,5748,12,T12,Carrier 12,Premium,false,false,3
56388,D0056388,56388,O0056388,2025-12-30,2026-01-02,119.68,Delivered,2025-12-21,44,1777.16,Delivered,9,W09,Warehouse 09,Spain,10336,9,T09,Carrier 09,Premium,false,false,3
56389,D0056389,56389,O0056389,2025-04-14,2025-04-17,103.73,Delivered,2025-04-10,17,862.75,Delivered,9,W09,Warehouse 09,Spain,10336,1,T01,Carrier 01,Premium,false,false,3
56390,D0056390,56390,O0056390,2025-10-13,2025-10-18,66.58,Delivered,2025-10-06,47,1043.4,Delivered,10,W10,Warehouse 10,Germany,24023,1,T01,Carrier 01,Premium,false,false,5
56391,D0056391,56391,O0056391,2025-03-09,2025-03-06,181.23,Delivered,2025-03-03,36,1714.68,Delivered,12,W12,Warehouse 12,Netherlands,25674,11,T11,Carrier 11,Standard,false,false,-3
56392,D0056392,56392,O0056392,2025-03-17,2025-03-20,56.67,In Transit,2025-03-11,14,252.14,In Transit,10,W10,Warehouse 10,Germany,24023,3,T03,Carrier 03,Standard,false,false,3
56393,D0056393,56393,O0056393,2025-07-24,2025-07-17,128.22,Delivered,2025-07-14,46,1631.62,Delivered,5,W05,Warehouse 05,Spain,25643,3,T03,Carrier 03,Standard,false,false,-7
56394,D0056394,56394,O0056394,2025-02-13,2025-02-16,141.59,Delivered,2025-02-05,31,1009.67,Delivered,8,W08,Warehouse 08,Italy,18100,12,T12,Carrier 12,Premium,false,false,3
56395,D0056395,56395,O0056395,2025-01-19,2025-01-21,100.81,In Transit,2025-01-13,47,2517.32,In Transit,6,W06,Warehouse 06,Italy,23070,8,T08,Carrier 08,Standard,false,false,2
56396,D0056396,56396,O0056396,2026-01-08,2026-01-13,50.95,Delivered,2025-12-30,10,644.1,Delivered,3,W03,Warehouse 03,Brazil,15843,11,T11,Carrier 11,Standard,false,false,5
56397,D0056397,56397,O0056397,2025-10-27,2025-11-05,129.93,Delivered,2025-10-21,23,831.22,Delivered,3,W03,Warehouse 03,Brazil,15843,14,T14,Carrier 14,Premium,false,false,9
56398,D0056398,56398,O0056398,2025-09-09,2025-09-16,124.8,In Transit,2025-09-04,45,1069.2,In Transit,9,W09,Warehouse 09,Spain,10336,7,T07,Carrier 07,Standard,false,false,7
56399,D0056399,56399,O0056399,2025-03-30,2025-04-05,70.0,Delivered,2025-03-23,36,974.16,Delivered,7,W07,Warehouse 07,Netherlands,10019,4,T04,Carrier 04,Express,false,false,6
56400,D0056400,56400,O0056400,2025-02-05,2025-02-05,103.82,In Transit,2025-01-28,38,1062.48,In Transit,8,W08,Warehouse 08,Italy,18100,5,T05,Carrier 05,Express,false,false,0
56401,D0056401,56401,O0056401,2025-02-25,2025-02-20,37.67,Delivered,2025-02-18,16,162.4,Delivered,12,W12,Warehouse 12,Netherlands,25674,2,T02,Carrier 02,Premium,false,false,-5
56402,D0056402,56402,O0056402,2025-06-11,2025-06-17,50.02,Delivered,2025-06-03,42,379.26,Delivered,11,W11,Warehouse 11,Germany,5748,15,T15,Carrier 15,Express,false,false,6
56403,D0056403,56403,O0056403,2025-10-31,2025-10-29,59.69,Delivered,2025-10-22,36,753.84,Delivered,7,W07,Warehouse 07,Netherlands,10019,2,T02,Carrier 02,Premium,false,false,-2
56404,D0056404,56404,O0056404,2025-08-15,2025-08-17,57.52,Delivered,2025-08-05,26,379.34,Delivered,4,W04,Warehouse 04,France,17137,14,T14,Carrier 14,Premium,false,false,2
56405,D0056405,56405,O0056405,2025-11-07,2025-11-18,38.91,Delivered,2025-11-04,8,106.88,Delivered,11,W11,Warehouse 11,Germany,5748,11,T11,Carrier 11,Standard,false,false,11
56406,D0056406,56406,O0056406,2025-12-05,2025-12-02,37.93,Delivered,2025-11-28,19,299.44,Delivered,11,W11,Warehouse 11,Germany,5748,14,T14,Carrier 14,Premium,false,false,-3
56407,D0056407,56407,O0056407,2025-10-03,2025-10-08,39.64,Delivered,2025-09-26,16,633.76,Delivered,6,W06,Warehouse 06,Italy,23070,12,T12,Carrier 12,Premium,false,false,5
56408,D0056408,56408,O0056408,2025-02-12,2025-02-07,40.14,In Transit,2025-02-06,9,210.42,In Transit,12,W12,Warehouse 12,Netherlands,25674,3,T03,Carrier 03,Standard,false,false,-5
56409,D0056409,56409,O0056409,2025-04-02,2025-04-08,107.68,Cancelled,2025-03-27,41,1526.02,Cancelled,6,W06,Warehouse 06,Italy,23070,14,T14,Carrier 14,Premium,false,false,6
56410,D0056410,56410,O0056410,2025-05-08,2025-05-07,339.85,In Transit,2025-05-04,31,3172.54,In Transit,9,W09,Warehouse 09,Spain,10336,12,T12,Carrier 12,Premium,false,false,-1
56411,D0056411,56411,O0056411,2025-07-15,2025-07-18,118.68,Delivered,2025-07-12,15,1066.35,Delivered,7,W07,Warehouse 07,Netherlands,10019,12,T12,Carrier 12,Premium,false,false,3
56412,D0056412,56412,O0056412,2025-10-20,2025-10-18,110.79,Delivered,2025-10-17,24,1706.16,Delivered,12,W12,Warehouse 12,Netherlands,25674,7,T07,Carrier 07,Standard,false,false,-2
56413,D0056413,56413,O0056413,2025-12-27,2026-01-04,107.38,In Transit,2025-12-20,28,1330.84,In Transit,11,W11,Warehouse 11,Germany,5748,11,T11,Carrier 11,Standard,false,false,8
56414,D0056414,56414,O0056414,2025-12-31,2025-12-29,352.76,Delivered,2025-12-25,30,4163.1,Delivered,1,W01,Warehouse 01,Germany,20207,8,T08,Carrier 08,Standard,false,false,-2
56415,D0056415,56415,O0056415,2025-07-04,2025-07-03,132.32,Delivered,2025-06-24,23,1615.98,Delivered,6,W06,Warehouse 06,Italy,23070,12,T12,Carrier 12,Premium,false,false,-1
56416,D0056416,56416,O0056416,2026-01-02,2026-01-02,24.32,Delivered,2025-12-28,1,28.87,Delivered,5,W05,Warehouse 05,Spain,25643,8,T08,Carrier 08,Standard,false,false,0
56417,D0056417,56417,O0056417,2025-12-21,2025-12-22,72.49,In Transit,2025-12-13,26,508.3,In Transit,4,W04,Warehouse 04,France,17137,9,T09,Carrier 09,Premium,false,false,1
56418,D0056418,56418,O0056418,2025-03-06,2025-03-03,37.85,Delivered,2025-03-02,17,178.33,Delivered,4,W04,Warehouse 04,France,17137,14,T14,Carrier 14,Premium,false,false,-3
56419,D0056419,56419,O0056419,2025-09-13,2025-09-17,100.42,Delivered,2025-09-04,46,791.2,Delivered,6,W06,Warehouse 06,Italy,23070,10,T10,Carrier 10,Express,false,false,4
56420,D0056420,56420,O0056420,2025-06-18,2025-06-23,93.41,In Transit,2025-06-10,13,671.06,In Transit,12,W12,Warehouse 12,Netherlands,25674,7,T07,Carrier 07,Standard,false,false,5
56421,D0056421,56421,O0056421,2025-11-15,2025-11-10,47.14,Delivered,2025-11-05,41,281.26,Delivered,7,W07,Warehouse 07,Netherlands,10019,5,T05,Carrier 05,Express,false,false,-5
56422,D0056422,56422,O0056422,2025-11-22,2025-11-15,68.51,Delivered,2025-11-13,20,425.6,Delivered,7,W07,Warehouse 07,Netherlands,10019,9,T09,Carrier 09,Premium,false,false,-7
56423,D0056423,56423,O0056423,2025-03-21,2025-03-19,46.46,Delivered,2025-03-12,23,578.68,Delivered,6,W06,Warehouse 06,Italy,23070,4,T04,Carrier 04,Express,false,false,-2
56424,D0056424,56424,O0056424,2025-08-14,2025-08-21,58.17,Delivered,2025-08-09,17,782.0,Delivered,12,W12,Warehouse 12,Netherlands,25674,8,T08,Carrier 08,Standard,false,false,7
56425,D0056425,56425,O0056425,2025-12-12,2025-12-17,30.71,Delivered,2025-12-05,7,57.89,Delivered,9,W09,Warehouse 09,Spain,10336,13,T13,Carrier 13,Standard,false,false,5
56426,D0056426,56426,O0056426,2025-09-08,2025-09-09,101.75,Delivered,2025-09-01,48,1261.92,Delivered,2,W02,Warehouse 02,Spain,27715,3,T03,Carrier 03,Standard,false,false,1
56427,D0056427,56427,O0056427,2025-11-18,2025-11-12,187.63,Delivered,2025-11-08,13,1809.99,Delivered,12,W12,Warehouse 12,Netherlands,25674,12,T12,Carrier 12,Premium,false,false,-6
56428,D0056428,56428,O0056428,2025-09-27,2025-10-01,278.6,Delivered,2025-09-21,44,3230.04,Delivered,5,W05,Warehouse 05,Spain,25643,5,T05,Carrier 05,Express,false,false,4
56429,D0056429,56429,O0056429,2025-10-17,2025-10-20,130.9,In Transit,2025-10-14,30,1707.9,In Transit,7,W07,Warehouse 07,Netherlands,10019,3,T03,Carrier 03,Standard,false,false,3
56430,D0056430,56430,O0056430,2025-11-14,2025-11-20,81.76,In Transit,2025-11-06,37,509.86,In Transit,5,W05,Warehouse 05,Spain,25643,4,T04,Carrier 04,Express,false,false,6
56431,D0056431,56431,O0056431,2025-12-18,2025-12-23,119.99,Delivered,2025-12-10,30,1665.3,Delivered,3,W03,Warehouse 03,Brazil,15843,6,T06,Carrier 06,Standard,false,false,5
